id,product_code,product_weight_kg,shelf_visibility,product_category,product_price,store_code,store_age_years,total_sales,store_format_Flagship Hypermarket,store_format_Standard Supermarket,store_format_Superstore,store_location_tier_Tier_2,store_location_tier_Tier_3,store_size_Medium,store_size_Small,fat_content_Regular,price_tier_Medium,price_tier_High,price_tier_Premium
row_01011,PRD-49DBZ7,10.883,0.1566,Snack Foods,104.58,STORE-9RG,28,772.27,False,True,False,True,False,False,True,False,True,False,False
row_01012,PRD-V94X2H,13.957,0.0351,Snack Foods,236.31,STORE-AGY,45,3159.67,False,True,False,False,True,False,False,False,False,False,True
row_01013,PRD-JDXA1F,9.996,0.0266,MEAT,124.39,STORE-AGY,45,2212.8,False,True,False,False,True,False,False,False,True,False,False
row_01014,PRD-MLWBFJ,6.363,0.0311,baking goods,92.41,STORE-AGY,45,1186.64,False,True,False,False,True,False,False,False,False,False,False
row_01015,PRD-ZE84LM,7.18,0.0235,frozen foods,98.46,STORE-89Z,33,1450.95,False,True,False,False,False,True,False,False,True,False,False
row_01016,PRD-7Y6KY9,20.418,0.0313,BAKING GOODS,176.74,STORE-9RG,28,4760.87,False,True,False,True,False,False,True,False,False,True,False
row_01018,PRD-6O0HUH,20.674,0.0,Fruits and Vegetables,228.53,STORE-DKU,30,1403.32,False,True,False,True,False,True,False,True,False,False,True
row_01019,PRD-BJPI4H,6.978,0.0,soft drinks,127.94,STORE-AGY,45,2417.12,False,True,False,False,True,False,False,False,True,False,False
row_01020,PRD-N3R81D,18.588,0.0918,Frozen Foods,181.84,STORE-DKU,30,1790.52,False,True,False,True,False,True,False,True,False,True,False
row_01021,PRD-0JGL4C,12.850875916323977,0.2399,Canned,40.6,STORE-T5G,47,78.58,False,False,False,False,False,False,True,True,False,False,False
row_01022,PRD-JLD0TT,12.352,0.0239,DAIRY,34.47,STORE-9RG,28,487.03,False,True,False,True,False,False,True,False,False,False,False
row_01023,PRD-I85FVO,20.403,0.0646,Household,60.79,STORE-DKU,30,1184.24,False,True,False,True,False,True,False,False,False,False,False
row_01024,PRD-VLTBHO,17.394,0.1516,Meat,163.49,STORE-HL7,23,2016.06,False,False,True,False,True,True,False,False,False,True,False
row_01027,PRD-WT29FN,17.627,0.0086,Baking Goods,80.54,STORE-HL7,23,665.74,False,False,True,False,True,True,False,False,False,False,False
row_01028,PRD-W4Z56R,5.81,0.0853,FRUITS AND VEGETABLES,161.42,STORE-DKU,30,1800.57,False,True,False,True,False,True,False,False,False,True,False
row_01029,PRD-299PG3,8.823,0.0393,Canned,187.35,STORE-AGY,45,3781.74,False,True,False,False,True,False,False,True,False,False,True
row_01030,PRD-00CVW9,7.55,0.0776,breads,78.82,STORE-YLW,35,1932.29,False,True,False,False,False,False,True,True,False,False,False
row_01033,PRD-KTGBTY,11.575,0.0196,hard drinks,39.24,STORE-89Z,33,569.64,False,True,False,False,False,True,False,False,False,False,False
row_01035,PRD-EGC2DP,6.991,0.0593,Snack Foods,220.23,STORE-DKU,30,1990.24,False,True,False,True,False,True,False,False,False,False,True
row_01036,PRD-KSF4HT,12.850875916323977,0.0576,Seafood,109.19,STORE-T5G,47,329.09,False,False,False,False,False,False,True,False,True,False,False
row_01037,PRD-AY7R54,17.761,0.0773,Household,229.03,STORE-AGY,45,4492.77,False,True,False,False,True,False,False,False,False,False,True
row_01038,PRD-NY1QEG,9.161,0.0398,Frozen Foods,62.72,STORE-DKU,30,793.55,False,True,False,True,False,True,False,False,False,False,False
row_01039,PRD-2UHCIN,20.807,0.0253,Household,176.54,STORE-YLW,35,2457.26,False,True,False,False,False,False,True,False,False,True,False
row_01040,PRD-2YAZQT,15.069,0.0816,frozen foods,48.36,STORE-AGY,45,293.74,False,True,False,False,True,False,False,True,False,False,False
row_01041,PRD-P8192C,8.527,0.0683,Household,214.94,STORE-9RG,28,2444.19,False,True,False,True,False,False,True,False,False,False,True
row_01042,PRD-KK5FI1,12.252,0.0758,canned,88.05,STORE-OYG,25,1395.85,False,True,False,True,False,True,False,True,False,False,False
row_01045,PRD-HYF9SX,17.02,0.0243,SOFT DRINKS,38.43,STORE-89Z,33,595.56,False,True,False,False,False,True,False,True,False,False,False
row_01047,PRD-ILCMG5,12.850875916323977,0.0865,FRUITS AND VEGETABLES,141.96,STORE-T5G,47,292.33,False,False,False,False,False,False,True,True,True,False,False
row_01048,PRD-JDXA1F,9.708,0.027,Meat,130.07,STORE-89Z,33,3176.82,False,True,False,False,False,True,False,False,True,False,False
row_01049,PRD-9LB7L5,18.642,0.1735,Dairy,155.93,STORE-89Z,33,2062.6,False,True,False,False,False,True,False,True,False,True,False
row_01051,PRD-JZ2N82,12.723,0.0963,Household,45.24,STORE-AGY,45,665.14,False,True,False,False,True,False,False,False,False,False,False
row_01052,PRD-0948NP,9.451,0.036,Fruits and Vegetables,139.39,STORE-OYG,25,1756.1,False,True,False,True,False,True,False,False,True,False,False
row_01053,PRD-ZFV8YU,7.737,0.0885,fruits and vegetables,132.0,STORE-JOR,34,128.56,False,False,False,False,True,True,False,False,True,False,False
row_01054,PRD-2I8L31,19.989,0.0369,Fruits and Vegetables,120.8,STORE-YLW,35,2310.73,False,True,False,False,False,False,True,False,True,False,False
row_01055,PRD-3UEA3G,15.285,0.1643,Dairy,37.06,STORE-HL7,23,255.72,False,False,True,False,True,True,False,False,False,False,False
row_01056,PRD-53JSJC,12.850875916323977,0.0606,household,232.56,STORE-7WS,47,2636.98,True,False,False,False,True,True,False,False,False,False,True
row_01057,PRD-HYF9SX,17.162,0.0,SOFT DRINKS,40.13,STORE-YLW,35,350.12,False,True,False,False,False,False,True,True,False,False,False
row_01058,PRD-AVC2UI,15.454,0.1185,fruits and vegetables,191.97,STORE-YLW,35,1762.73,False,True,False,False,False,False,True,True,False,False,True
row_01059,PRD-6GKHNX,8.674,0.0492,Health and Hygiene,128.26,STORE-AGY,45,642.85,False,True,False,False,True,False,False,False,True,False,False
row_01060,PRD-ESG687,17.819,0.1779,Dairy,153.2,STORE-OYG,25,1525.28,False,True,False,True,False,True,False,False,False,True,False
row_01061,PRD-WT29FN,12.850875916323977,0.0086,baking goods,83.07,STORE-7WS,47,1463.19,True,False,False,False,True,True,False,False,False,False,False
row_01062,PRD-M5VWIP,5.913,0.0735,FROZEN FOODS,122.5,STORE-89Z,33,1113.74,False,True,False,False,False,True,False,False,True,False,False
row_01063,PRD-MHZN3M,17.459,0.0279,MEAT,145.97,STORE-JOR,34,428.4,False,False,False,False,True,True,False,False,False,True,False
row_01065,PRD-994LX9,7.631,0.1413,Dairy,105.03,STORE-YLW,35,419.73,False,True,False,False,False,False,True,False,True,False,False
row_01066,PRD-P2S2O8,10.543,0.0241,Fruits and Vegetables,56.66,STORE-HL7,23,544.69,False,False,True,False,True,True,False,False,False,False,False
row_01067,PRD-MQEEB6,17.296,0.0733,Canned,76.14,STORE-89Z,33,635.99,False,True,False,False,False,True,False,False,False,False,False
row_01068,PRD-AK2WNJ,12.850875916323977,0.1363,Baking Goods,175.13,STORE-T5G,47,356.21,False,False,False,False,False,False,True,False,False,True,False
row_01069,PRD-ANNREG,12.850875916323977,0.0337,Canned,139.18,STORE-7WS,47,2513.6,True,False,False,False,True,True,False,True,True,False,False
row_01070,PRD-83UJSO,12.850875916323977,0.0186,health and hygiene,129.38,STORE-7WS,47,3479.85,True,False,False,False,True,True,False,False,True,False,False
row_01071,PRD-GH9N12,10.972,0.1028,Baking Goods,100.05,STORE-YLW,35,1012.58,False,True,False,False,False,False,True,True,True,False,False
row_01072,PRD-V82DIB,11.842,0.0107,meat,107.75,STORE-HL7,23,339.82,False,False,True,False,True,True,False,True,True,False,False
row_01073,PRD-BAZHAK,12.850875916323977,0.0989,frozen foods,112.32,STORE-7WS,47,4189.22,True,False,False,False,True,True,False,False,True,False,False
row_01074,PRD-AVC2UI,15.153,0.0,fruits and vegetables,198.04,STORE-89Z,33,2426.43,False,True,False,False,False,True,False,True,False,False,True
row_01075,PRD-LYF3YR,6.507,0.0062,household,163.72,STORE-9RG,28,2658.56,False,True,False,True,False,False,True,False,False,True,False
row_01076,PRD-97XGCK,15.53,0.0,Baking Goods,109.94,STORE-HL7,23,1445.81,False,False,True,False,True,True,False,False,True,False,False
row_01079,PRD-Q7U1KU,12.911,0.0219,Dairy,118.65,STORE-DKU,30,1993.58,False,True,False,True,False,True,False,False,True,False,False
row_01080,PRD-AAFH5J,20.276,0.0197,Fruits and Vegetables,86.78,STORE-HL7,23,722.79,False,False,True,False,True,True,False,False,False,False,False
row_01081,PRD-R2JCPS,8.901,0.0211,Canned,52.01,STORE-89Z,33,704.49,False,True,False,False,False,True,False,False,False,False,False
row_01082,PRD-71SD9E,13.97,0.0671,Snack Foods,200.97,STORE-DKU,30,2132.34,False,True,False,True,False,True,False,False,False,False,True
row_01083,PRD-444NK0,5.028,0.0624,Meat,124.17,STORE-YLW,35,3335.59,False,True,False,False,False,False,True,True,True,False,False
row_01084,PRD-8KYLHT,9.162,0.1762,SNACK FOODS,106.92,STORE-89Z,33,1946.23,False,True,False,False,False,True,False,False,True,False,False
row_01086,PRD-GZ0C99,12.850875916323977,0.0255,Meat,245.33,STORE-T5G,47,1035.23,False,False,False,False,False,False,True,True,False,False,True
row_01087,PRD-KINNDW,19.917,0.0,FROZEN FOODS,81.41,STORE-OYG,25,1105.66,False,True,False,True,False,True,False,True,False,False,False
row_01088,PRD-KYKE9F,13.614,0.0367,SNACK FOODS,241.15,STORE-DKU,30,2219.25,False,True,False,True,False,True,False,False,False,False,True
row_01089,PRD-M2PZNT,12.850875916323977,0.0186,Others,159.66,STORE-7WS,47,5805.06,True,False,False,False,True,True,False,False,False,True,False
row_01091,PRD-JB3VCF,13.415,0.0124,SNACK FOODS,58.32,STORE-9RG,28,940.42,False,True,False,True,False,False,True,True,False,False,False
row_01092,PRD-4EYNIN,7.053,0.0769,Household,115.54,STORE-AGY,45,2428.48,False,True,False,False,True,False,False,False,True,False,False
row_01094,PRD-83UJSO,18.336,0.0185,health and hygiene,132.65,STORE-9RG,28,3258.1,False,True,False,True,False,False,True,False,True,False,False
row_01095,PRD-OQTFZN,11.971,0.1311,Fruits and Vegetables,182.82,STORE-AGY,45,2517.62,False,True,False,False,True,False,False,True,False,True,False
row_01096,PRD-N7XY43,16.02,0.0806,Canned,92.77,STORE-AGY,45,1881.33,False,True,False,False,True,False,False,False,False,False,False
row_01097,PRD-9IT02F,17.268,0.0,HOUSEHOLD,117.97,STORE-HL7,23,1402.5,False,False,True,False,True,True,False,False,True,False,False
row_01098,PRD-XWMUWB,18.833,0.0343,Snack Foods,179.66,STORE-OYG,25,3264.93,False,True,False,True,False,True,False,False,False,True,False
row_01099,PRD-FNO6B9,8.097,0.1309,soft drinks,191.56,STORE-HL7,23,4633.09,False,False,True,False,True,True,False,True,False,False,True
row_01100,PRD-V3OJ57,12.850875916323977,0.0417,Frozen Foods,54.66,STORE-7WS,47,991.18,True,False,False,False,True,True,False,False,False,False,False
row_01101,PRD-N7P05D,11.666,0.0226,Dairy,183.09,STORE-OYG,25,1636.5,False,True,False,True,False,True,False,True,False,True,False
row_01102,PRD-TFZHI9,8.833,0.1481,Health and Hygiene,93.33,STORE-HL7,23,1018.13,False,False,True,False,True,True,False,False,True,False,False
row_01103,PRD-BA4ILA,12.850875916323977,0.2044,Fruits and Vegetables,110.85,STORE-T5G,47,348.41,False,False,False,False,False,False,True,True,True,False,False
row_01106,PRD-QP2PX3,7.061,0.0395,Dairy,99.88,STORE-DKU,30,587.57,False,True,False,True,False,True,False,True,True,False,False
row_01109,PRD-J0G50R,20.025,0.0627,Canned,89.05,STORE-YLW,35,1802.93,False,True,False,False,False,False,True,False,False,False,False
row_01110,PRD-AG1OL7,15.075,0.0193,Soft Drinks,212.44,STORE-AGY,45,3080.48,False,True,False,False,True,False,False,False,False,False,True
row_01112,PRD-SILU2D,6.408,0.0104,CANNED,118.05,STORE-YLW,35,1735.96,False,True,False,False,False,False,True,False,True,False,False
row_01113,PRD-MLWBFJ,6.355,0.0299,Baking Goods,93.28,STORE-YLW,35,998.61,False,True,False,False,False,False,True,False,False,False,False
row_01114,PRD-YUG5GN,12.078,0.1259,FRUITS AND VEGETABLES,47.25,STORE-OYG,25,280.22,False,True,False,True,False,True,False,False,False,False,False
row_01116,PRD-F88JRF,18.099,0.0631,Frozen Foods,150.53,STORE-YLW,35,2076.77,False,True,False,False,False,False,True,True,False,True,False
row_01117,PRD-1GXI9D,12.850875916323977,0.0366,FROZEN FOODS,183.23,STORE-7WS,47,5924.51,True,False,False,False,True,True,False,False,False,True,False
row_01118,PRD-25OW9Y,12.436,0.0636,MEAT,64.22,STORE-JOR,34,268.44,False,False,False,False,True,True,False,False,False,False,False
row_01120,PRD-BOVVPN,10.109,0.0546,Health and Hygiene,200.38,STORE-AGY,45,574.07,False,True,False,False,True,False,False,False,False,False,True
row_01121,PRD-4JP18M,18.345,0.0516,SNACK FOODS,125.23,STORE-YLW,35,820.09,False,True,False,False,False,False,True,False,True,False,False
row_01122,PRD-1UBYH8,7.673,0.0589,Breakfast,166.77,STORE-89Z,33,1169.5,False,True,False,False,False,True,False,False,False,True,False
row_01125,PRD-0X3FG6,21.078,0.1652,Fruits and Vegetables,126.05,STORE-JOR,34,242.43,False,False,False,False,True,True,False,True,True,False,False
row_01127,PRD-ZHWW3L,12.356,0.0197,Meat,96.89,STORE-89Z,33,1553.42,False,True,False,False,False,True,False,True,True,False,False
row_01128,PRD-NNQFKP,14.928,0.1142,Soft Drinks,34.87,STORE-89Z,33,611.68,False,True,False,False,False,True,False,False,False,False,False
row_01130,PRD-NHLLA9,13.735,0.077,Health and Hygiene,55.62,STORE-9RG,28,503.96,False,True,False,True,False,False,True,False,False,False,False
row_01131,PRD-T4BXVH,8.804,0.0344,FRUITS AND VEGETABLES,113.2,STORE-JOR,34,328.27,False,False,False,False,True,True,False,False,True,False,False
row_01132,PRD-K2W2CW,16.723,0.0487,CANNED,118.75,STORE-DKU,30,3322.17,False,True,False,True,False,True,False,False,True,False,False
row_01133,PRD-T6MJXK,19.135,0.0232,Dairy,97.88,STORE-OYG,25,697.42,False,True,False,True,False,True,False,False,True,False,False
row_01134,PRD-4AAL09,12.850875916323977,0.1471,Others,37.41,STORE-T5G,47,107.15,False,False,False,False,False,False,True,False,False,False,False
row_01135,PRD-WV98Y3,20.108,0.0,Snack Foods,124.35,STORE-89Z,33,1480.89,False,True,False,False,False,True,False,False,True,False,False
row_01136,PRD-X7CODR,19.268,0.0141,Household,100.71,STORE-HL7,23,1465.72,False,False,True,False,True,True,False,False,True,False,False
row_01137,PRD-6YLBXP,17.45,0.1353,canned,259.36,STORE-HL7,23,6564.05,False,False,True,False,True,True,False,True,False,False,True
row_01138,PRD-EFRJYJ,5.403,0.1377,Seafood,174.79,STORE-89Z,33,3154.64,False,True,False,False,False,True,False,True,False,True,False
row_01139,PRD-V2V1IT,10.294,0.0452,Frozen Foods,135.78,STORE-AGY,45,1462.39,False,True,False,False,True,False,False,False,True,False,False
row_01140,PRD-I4J38V,13.631,0.061,Frozen Foods,147.13,STORE-9RG,28,1300.98,False,True,False,True,False,False,True,False,False,True,False
row_01141,PRD-202SK1,19.741,0.0852,canned,184.71,STORE-OYG,25,5154.93,False,True,False,True,False,True,False,False,False,True,False
row_01142,PRD-U3BDL2,8.796,0.0541,Breads,131.12,STORE-YLW,35,1575.99,False,True,False,False,False,False,True,True,True,False,False
row_01143,PRD-OAEDOE,13.226,0.0,DAIRY,76.57,STORE-YLW,35,975.84,False,True,False,False,False,False,True,False,False,False,False
row_01144,PRD-FTNWN0,17.678,0.1424,breads,94.25,STORE-OYG,25,1667.5,False,True,False,True,False,True,False,False,True,False,False
row_01147,PRD-Y20K05,12.850875916323977,0.0093,MEAT,118.77,STORE-7WS,47,2849.27,True,False,False,False,True,True,False,False,True,False,False
row_01149,PRD-0V6RAS,11.748,0.0478,fruits and vegetables,165.8,STORE-YLW,35,1298.91,False,True,False,False,False,False,True,True,False,True,False
row_01150,PRD-H56OB4,9.172,0.0465,HOUSEHOLD,108.46,STORE-DKU,30,2017.93,False,True,False,True,False,True,False,False,True,False,False
row_01151,PRD-TFZHI9,8.612,0.1488,health and hygiene,97.71,STORE-YLW,35,1933.58,False,True,False,False,False,False,True,False,True,False,False
row_01152,PRD-KJ6I53,7.75,0.1781,Household,37.16,STORE-DKU,30,430.13,False,True,False,True,False,True,False,False,False,False,False
row_01153,PRD-WJIQXP,12.850875916323977,0.1313,Frozen Foods,195.42,STORE-T5G,47,187.33,False,False,False,False,False,False,True,True,False,False,True
row_01154,PRD-LQY3T3,16.022,0.0889,Household,191.68,STORE-AGY,45,2595.9,False,True,False,False,True,False,False,False,False,False,True
row_01155,PRD-KE6H76,8.421,0.0295,Baking Goods,99.89,STORE-YLW,35,485.14,False,True,False,False,False,False,True,True,True,False,False
row_01156,PRD-PUWBWJ,12.342,0.0736,Dairy,262.3,STORE-OYG,25,10130.9,False,True,False,True,False,True,False,True,False,False,True
row_01157,PRD-CJ2XX2,8.415,0.0345,Fruits and Vegetables,36.56,STORE-OYG,25,825.6,False,True,False,True,False,True,False,False,False,False,False
row_01158,PRD-DFNIAJ,12.850875916323977,0.0885,breads,117.48,STORE-7WS,47,3648.76,True,False,False,False,True,True,False,False,True,False,False
row_01159,PRD-Y54CLR,12.850875916323977,0.133,Snack Foods,167.39,STORE-7WS,47,1009.24,True,False,False,False,True,True,False,True,False,True,False
row_01160,PRD-75E78H,7.255,0.0304,household,178.27,STORE-89Z,33,6440.14,False,True,False,False,False,True,False,False,False,True,False
row_01161,PRD-2G9O9Y,12.850875916323977,0.157,Canned,248.67,STORE-T5G,47,1019.68,False,False,False,False,False,False,True,True,False,False,True
row_01163,PRD-3OZLL1,6.415,0.1369,snack foods,131.2,STORE-89Z,33,3152.92,False,True,False,False,False,True,False,False,True,False,False
row_01164,PRD-TGIQHG,6.241,0.1375,Hard Drinks,108.58,STORE-JOR,34,108.78,False,False,False,False,True,True,False,False,True,False,False
row_01166,PRD-RY40KH,12.171,0.0299,fruits and vegetables,101.08,STORE-AGY,45,316.53,False,True,False,False,True,False,False,False,True,False,False
row_01167,PRD-UC3160,17.435,0.1312,meat,114.21,STORE-JOR,34,352.01,False,False,False,False,True,True,False,True,True,False,False
row_01168,PRD-XQL9QP,5.533,0.0696,Breads,264.98,STORE-9RG,28,5174.6,False,True,False,True,False,False,True,True,False,False,True
row_01169,PRD-5OIBGD,16.599,0.1102,Snack Foods,154.26,STORE-DKU,30,2829.92,False,True,False,True,False,True,False,False,False,True,False
row_01170,PRD-QWRZFX,12.850875916323977,0.0065,Baking Goods,120.58,STORE-7WS,47,3617.78,True,False,False,False,True,True,False,True,True,False,False
row_01171,PRD-Q7U1KU,13.472,0.0,DAIRY,114.64,STORE-9RG,28,2632.69,False,True,False,True,False,False,True,False,True,False,False
row_01172,PRD-OS7E3D,9.383,0.03,Household,43.64,STORE-9RG,28,139.24,False,True,False,True,False,False,True,False,False,False,False
row_01173,PRD-0AB7R8,13.01,0.167,FRUITS AND VEGETABLES,169.31,STORE-9RG,28,3601.71,False,True,False,True,False,False,True,True,False,True,False
row_01174,PRD-6852FC,12.08,0.0161,Hard Drinks,178.69,STORE-AGY,45,4216.91,False,True,False,False,True,False,False,False,False,True,False
row_01175,PRD-9JRSNV,17.622,0.0358,SOFT DRINKS,160.84,STORE-9RG,28,5870.66,False,True,False,True,False,False,True,False,False,True,False
row_01176,PRD-1LYFSP,19.588,0.1761,fruits and vegetables,216.41,STORE-OYG,25,3535.86,False,True,False,True,False,True,False,False,False,False,True
row_01177,PRD-P45GAD,8.657,0.1212,HOUSEHOLD,94.09,STORE-9RG,28,860.32,False,True,False,True,False,False,True,False,True,False,False
row_01179,PRD-S1R8NF,13.865,0.0248,snack foods,80.37,STORE-DKU,30,551.73,False,True,False,True,False,True,False,True,False,False,False
row_01180,PRD-9QWB0H,12.850875916323977,0.0448,Breads,105.01,STORE-T5G,47,100.58,False,False,False,False,False,False,True,False,True,False,False
row_01181,PRD-CUZREN,13.867,0.0596,Dairy,242.61,STORE-9RG,28,5808.4,False,True,False,True,False,False,True,False,False,False,True
row_01182,PRD-JZETKP,7.807,0.0142,Baking Goods,85.69,STORE-DKU,30,2616.56,False,True,False,True,False,True,False,False,False,False,False
row_01184,PRD-UDD467,8.935,0.0283,dairy,154.76,STORE-HL7,23,1177.57,False,False,True,False,True,True,False,False,False,True,False
row_01185,PRD-9U47YU,11.219,0.0056,Fruits and Vegetables,168.72,STORE-AGY,45,2399.11,False,True,False,False,True,False,False,True,False,True,False
row_01186,PRD-MELISH,12.850875916323977,0.0491,Snack Foods,148.45,STORE-T5G,47,146.15,False,False,False,False,False,False,True,False,False,True,False
row_01187,PRD-BE4HW4,12.850875916323977,0.1299,baking goods,120.13,STORE-T5G,47,120.59,False,False,False,False,False,False,True,False,True,False,False
row_01188,PRD-WZMTFC,9.123,0.0,Household,114.11,STORE-OYG,25,2481.8,False,True,False,True,False,True,False,False,True,False,False
row_01189,PRD-IALDTG,5.534,0.0,Baking Goods,144.67,STORE-89Z,33,1191.9,False,True,False,False,False,True,False,False,False,True,False
row_01193,PRD-5UL5NW,7.167,0.0478,Dairy,81.58,STORE-AGY,45,2696.86,False,True,False,False,True,False,False,False,False,False,False
row_01194,PRD-3MS556,17.548,0.0368,Baking Goods,158.15,STORE-HL7,23,3371.52,False,False,True,False,True,True,False,True,False,True,False
row_01195,PRD-90E4B0,9.353,0.0455,Household,248.31,STORE-AGY,45,3098.24,False,True,False,False,True,False,False,False,False,False,True
row_01196,PRD-72AAVH,15.097,0.0,meat,246.31,STORE-DKU,30,3769.72,False,True,False,True,False,True,False,False,False,False,True
row_01198,PRD-LUSMF0,12.726,0.0814,meat,217.4,STORE-HL7,23,6735.8,False,False,True,False,True,True,False,False,False,False,True
row_01199,PRD-HYS3T2,6.288,0.0698,SNACK FOODS,121.34,STORE-89Z,33,1162.9,False,True,False,False,False,True,False,False,True,False,False
row_01200,PRD-1RUPFR,8.252,0.1222,Hard Drinks,40.24,STORE-JOR,34,72.24,False,False,False,False,True,True,False,False,False,False,False
row_01201,PRD-031L36,12.850875916323977,0.142,Baking Goods,95.61,STORE-7WS,47,2427.63,True,False,False,False,True,True,False,True,True,False,False
row_01203,PRD-ZBM21Y,20.549,0.0212,Baking Goods,158.83,STORE-9RG,28,1572.72,False,True,False,True,False,False,True,False,False,True,False
row_01204,PRD-2I8L31,21.025,0.0372,fruits and vegetables,118.62,STORE-AGY,45,2080.91,False,True,False,False,True,False,False,False,True,False,False
row_01206,PRD-IT7I1J,19.636,0.0734,Snack Foods,114.71,STORE-OYG,25,677.84,False,True,False,True,False,True,False,True,True,False,False
row_01208,PRD-IALDTG,5.478,0.1035,Baking Goods,149.62,STORE-DKU,30,1710.56,False,True,False,True,False,True,False,False,False,True,False
row_01210,PRD-7ZGA6X,15.056,0.0775,BAKING GOODS,92.19,STORE-89Z,33,2333.85,False,True,False,False,False,True,False,False,False,False,False
row_01214,PRD-B2HWYW,19.537,0.0251,household,48.93,STORE-HL7,23,581.04,False,False,True,False,True,True,False,False,False,False,False
row_01216,PRD-8CX8FG,14.026,0.0894,frozen foods,235.82,STORE-HL7,23,2309.9,False,False,True,False,True,True,False,True,False,False,True
row_01217,PRD-6HEP2U,18.6,0.0124,SNACK FOODS,142.8,STORE-OYG,25,854.36,False,True,False,True,False,True,False,False,False,True,False
row_01218,PRD-I379U2,20.028,0.0326,Soft Drinks,57.64,STORE-YLW,35,807.25,False,True,False,False,False,False,True,False,False,False,False
row_01219,PRD-HBRPOI,11.553,0.0432,Soft Drinks,142.15,STORE-OYG,25,2641.61,False,True,False,True,False,True,False,False,False,True,False
row_01220,PRD-7Y9HQQ,12.486,0.0297,starchy foods,252.56,STORE-AGY,45,2188.75,False,True,False,False,True,False,False,False,False,False,True
row_01221,PRD-J10FFD,8.258,0.0134,Household,147.01,STORE-HL7,23,1806.45,False,False,True,False,True,True,False,False,False,True,False
row_01222,PRD-OA9XM0,15.742,0.0172,MEAT,46.94,STORE-9RG,28,618.85,False,True,False,True,False,False,True,True,False,False,False
row_01223,PRD-0YLTZ9,20.906,0.0899,dairy,75.85,STORE-89Z,33,2279.94,False,True,False,False,False,True,False,False,False,False,False
row_01224,PRD-LUSMF0,12.847,0.0806,MEAT,215.74,STORE-89Z,33,3158.86,False,True,False,False,False,True,False,False,False,False,True
row_01225,PRD-IFY7O0,12.850875916323977,0.0,Fruits and Vegetables,181.95,STORE-T5G,47,189.23,False,False,False,False,False,False,True,True,False,True,False
row_01226,PRD-57923T,11.679,0.1092,Dairy,227.39,STORE-DKU,30,3011.06,False,True,False,True,False,True,False,True,False,False,True
row_01227,PRD-V4B1K1,7.223,0.0074,Baking Goods,50.32,STORE-OYG,25,332.09,False,True,False,True,False,True,False,False,False,False,False
row_01228,PRD-YOZV8C,17.864,0.168,household,176.37,STORE-AGY,45,3074.15,False,True,False,False,True,False,False,False,False,True,False
row_01229,PRD-IUYATD,10.938,0.0328,Household,118.76,STORE-89Z,33,2322.23,False,True,False,False,False,True,False,False,True,False,False
row_01230,PRD-3818YO,5.141,0.0411,frozen foods,192.61,STORE-89Z,33,2873.83,False,True,False,False,False,True,False,False,False,False,True
row_01231,PRD-XSDJWS,17.943,0.0856,Frozen Foods,190.58,STORE-HL7,23,4705.47,False,False,True,False,True,True,False,False,False,False,True
row_01232,PRD-V5WMKZ,6.616,0.0642,breakfast,135.28,STORE-9RG,28,2091.0,False,True,False,True,False,False,True,False,True,False,False
row_01233,PRD-MECOSF,12.850875916323977,0.0198,Soft Drinks,49.22,STORE-7WS,47,1052.13,True,False,False,False,True,True,False,True,False,False,False
row_01234,PRD-VQ553K,14.494,0.0598,fruits and vegetables,169.95,STORE-89Z,33,3352.53,False,True,False,False,False,True,False,True,False,True,False
row_01235,PRD-0JL6QK,19.492,0.124,snack foods,104.7,STORE-OYG,25,1187.08,False,True,False,True,False,True,False,False,True,False,False
row_01236,PRD-U2HRJK,5.395,0.0253,breads,96.78,STORE-DKU,30,2326.03,False,True,False,True,False,True,False,True,True,False,False
row_01238,PRD-SVH3EJ,12.850875916323977,0.0128,meat,37.88,STORE-7WS,47,1062.12,True,False,False,False,True,True,False,False,False,False,False
row_01239,PRD-1N8MTZ,19.037,0.0248,dairy,44.63,STORE-DKU,30,583.91,False,True,False,True,False,True,False,False,False,False,False
row_01240,PRD-0ZYCMV,12.850875916323977,0.0119,Fruits and Vegetables,161.71,STORE-7WS,47,5384.21,True,False,False,False,True,True,False,False,False,True,False
row_01241,PRD-MRKSQJ,12.850875916323977,0.1286,snack foods,95.05,STORE-7WS,47,2362.83,True,False,False,False,True,True,False,True,True,False,False
row_01242,PRD-JD2GVF,9.514,0.0293,baking goods,188.9,STORE-9RG,28,3045.03,False,True,False,True,False,False,True,False,False,False,True
row_01243,PRD-1L8SUG,12.850875916323977,0.054,starchy foods,62.54,STORE-7WS,47,960.82,True,False,False,False,True,True,False,True,False,False,False
row_01244,PRD-WTIGY6,11.425,0.1414,snack foods,166.5,STORE-JOR,34,165.72,False,False,False,False,True,True,False,True,False,True,False
row_01245,PRD-1RUPFR,8.564,0.0724,hard drinks,36.84,STORE-9RG,28,730.63,False,True,False,True,False,False,True,False,False,False,False
row_01247,PRD-58B6PJ,15.639,0.0679,DAIRY,78.23,STORE-AGY,45,899.02,False,True,False,False,True,False,False,True,False,False,False
row_01248,PRD-55LOSM,7.432,0.0204,SNACK FOODS,252.73,STORE-89Z,33,3083.5,False,True,False,False,False,True,False,False,False,False,True
row_01249,PRD-X7Z97Z,8.718,0.0947,HOUSEHOLD,53.05,STORE-YLW,35,1079.8,False,True,False,False,False,False,True,False,False,False,False
